State_Name,Year,Data.DHS Denominator,Data.Number of Firms,Data.Calculated.Net Job Creation,Data.Calculated.Net Job Creation Rate,Data.Calculated.Reallocation Rate,Data.Establishments.Entered,Data.Establishments.Entered Rate,Data.Establishments.Exited,Data.Establishments.Exited Rate,Data.Establishments.Physical Locations,Data.Firm Exits.Count,Data.Firm Exits.Establishment Exit,Data.Firm Exits.Employments,Data.Job Creation.Births,Data.Job Creation.Continuers,Data.Job Creation.Count,Data.Job Creation.Rate,Data.Job Creation.Rate/Births,Data.Job Destruction.Continuers,Data.Job Destruction.Count,Data.Job Destruction.Deaths,Data.Job Destruction.Rate,Data.Job Destruction.Rate/Deaths,Data.Population,Data.Labor.Force.Percentage,Data.Employment.Percentage,Data.Labor.Force,Data.Employment,Data.Unemployment,Data.Unemployment.Rate
Georgia,1989,2450078,111668,81388,3.322,33.261,20678,14.932,16816,12.143,140415,11560,11826,79097,194852,293995,488847,19.952,7.953,261255,407459,146204,16.63,5.967,4699833,68.3,64.6,3208172,3035117,173055,5.4
Georgia,1990,2522063,113340,59541,2.361,31.352,19415,13.701,16838,11.882,142998,11882,12175,77206,166651,288251,454902,18.037,6.608,255048,395361,140313,15.676,5.563,4873145,67.5,63.9,3290128,3114069,176059,5.4
Georgia,1991,2507261,112724,-92604,-3.693,31.999,19105,13.333,18220,12.716,143730,12398,12725,111288,170254,230901,401155,16,6.79,306425,493759,187334,19.693,7.472,4976618,66.6,63.1,3315973,3140985,174988,5.3
Georgia,1992,2487254,114394,43261,1.739,32.421,19058,13.191,17380,12.03,145315,11011,11412,77799,164064,282388,446452,17.95,6.596,251979,403191,151212,16.21,6.079,5085498,67.3,62.8,3421655,3195577,226078,6.6
Georgia,1993,2556916,118491,97209,3.802,28.009,19387,13.169,15572,10.578,149120,10219,10489,66810,158173,297125,455298,17.807,6.186,230862,358089,127227,14.005,4.976,5201462,67.3,63.5,3501845,3301631,200214,5.7
Georgia,1994,2667630,122168,111997,4.198,27.475,20626,13.606,16109,10.626,153856,11001,11238,74797,178950,299509,478459,17.936,6.708,224147,366462,142315,13.737,5.335,5332009,67.6,64.2,3606992,3424282,182710,5.1
Georgia,1995,2807016,126386,161362,5.749,26.418,21658,13.821,15935,10.169,159570,11025,11301,72096,202025,330117,532142,18.958,7.197,233315,370780,137465,13.209,4.897,5459973,67.6,64.4,3689479,3514203,175276,4.8
Georgia,1996,2913010,129637,93256,3.201,29.384,22303,13.816,17312,10.724,163929,11914,12173,80321,200867,320367,521234,17.893,6.896,270781,427978,157197,14.692,5.396,5591770,68.1,64.9,3806941,3631786,175155,4.6
Georgia,1997,2998499,131907,74616,2.488,33.205,22551,13.615,19251,11.622,167288,12800,13103,92015,210781,361658,572439,19.091,7.03,307929,497823,189894,16.602,6.333,5727317,68.9,65.8,3944461,3768421,176040,4.5
Georgia,1998,3148290,135140,118449,3.762,30.345,23219,13.648,18737,11.013,172374,12125,12513,83692,225391,370729,596120,18.935,7.159,299978,477671,177693,15.172,5.644,5852865,69.2,66.3,4047860,3878294,169566,4.2
Georgia,1999,3267887,137407,118662,3.631,29.374,22230,12.799,19567,11.266,175014,12309,12700,85526,216441,382169,598610,18.318,6.623,300982,479948,178966,14.687,5.477,5974745,69.1,66.5,4129058,3971637,157421,3.8
Georgia,2000,3376045,138496,101280,3,29.751,22263,12.629,19852,11.261,177494,12671,12974,86120,211414,392067,603481,17.875,6.262,321647,502201,180554,14.875,5.348,6094409,69,66.5,4202695,4055366,147329,3.5
Georgia,2001,3434940,139805,-8910,-0.259,32.908,22838,12.79,20737,11.613,179612,12504,13146,95389,218827,346365,565192,16.454,6.371,360676,574102,213426,16.714,6.213,6226566,68.4,65.6,4257901,4083528,174373,4.1
Georgia,2002,3419097,141417,-92099,-2.694,33.158,24275,13.406,22143,12.228,182148,12812,13170,110186,237362,329484,566846,16.579,6.942,425457,658945,233488,19.272,6.829,6350716,68.4,64.7,4341617,4111627,229990,5.3
Georgia,2003,3363210,144250,-15593,-0.464,31.375,23924,13.03,20879,11.372,185128,12789,13096,78250,192922,334683,527605,15.688,5.736,357962,543198,185236,16.151,5.508,6465778,68.3,64.8,4414282,4187003,227279,5.1
Georgia,2004,3393951,148367,68594,2.021,29.041,24166,12.885,19381,10.334,189937,12398,12611,76340,196150,365260,561410,16.541,5.779,320525,492816,172291,14.52,5.076,6589698,67.8,64.3,4464780,4236301,228479,5.1
Georgia,2005,3452850,152031,43820,1.269,29.044,24999,13,20372,10.594,194616,13075,13337,80075,203799,341450,545249,15.791,5.902,329438,501429,171991,14.522,4.981,6747800,68.1,64.3,4598159,4336264,261895,5.7
Georgia,2006,3545080,157025,125947,3.553,26.808,27650,13.958,20693,10.446,201573,13686,13942,83361,232444,368684,601128,16.957,6.557,306276,475181,168905,13.404,4.764,6914799,68.2,64.7,4713863,4474820,239043,5.1
Georgia,2007,3620490,160383,15632,0.432,31.204,27698,13.569,22503,11.024,206730,14512,14913,90918,229774,350735,580509,16.034,6.346,369755,564877,195122,15.602,5.389,7072669,68,64.7,4810264,4573302,236962,4.9
Georgia,2008,3624202,158313,-10357,-0.286,30.847,24016,11.659,25370,12.316,205309,16879,17132,98869,208105,350867,558972,15.423,5.742,366301,569329,203028,15.709,5.602,7197409,67.6,63,4863225,4534790,328435,6.8
Georgia,2009,3517648,151859,-229593,-6.527,24.76,20704,10.229,27906,13.787,198809,18251,18675,111855,186190,249298,435488,12.38,5.293,459812,665081,205269,18.907,5.835,7300589,65.6,58.8,4792150,4292830,499320,10.4
Georgia,2010,3357954,148642,-84355,-2.512,24.008,19832,10.071,23754,12.063,194954,14903,15223,77945,143038,260049,403087,12.004,4.26,329196,487442,158246,14.516,4.713,7322355,64.3,57.5,4709781,4207266,502515,10.7
Georgia,2011,3321994,147433,13955,0.42,26.076,20670,10.626,21538,11.072,194088,13716,14118,75384,150233,296844,447077,13.458,4.522,281566,433122,151556,13.038,4.562,7381037,64.2,57.7,4739281,4258833,480448,10.1
Georgia,2012,3351899,147995,45576,1.36,25.598,21150,10.88,20527,10.56,194702,12309,12546,68440,163199,311387,474586,14.159,4.869,268831,429010,160179,12.799,4.779,7476643,63.8,58,4770618,4339369,431249,9
Georgia,2013,3409387,149042,72273,2.12,23.259,20525,10.508,19173,9.815,196012,11787,11969,68240,142020,326751,468771,13.749,4.166,248833,396498,147665,11.63,4.331,7559402,62.8,57.7,4750046,4363292,386754,8.1
Georgia,2014,3481322,150319,73659,2.116,22.86,21181,10.733,18574,9.412,198650,11756,11972,84386,148227,323350,471577,13.546,4.258,249228,397918,148690,11.43,4.271,7652862,62,57.6,4745859,4407067,338792,7.1
Georgia,2015,3588210,152469,130543,3.638,22.233,21714,10.843,18512,9.244,201864,11466,11762,73011,180212,349223,529435,14.755,5.022,259884,398892,139008,11.117,3.874,7762111,61,57.3,4734088,4446515,287573,6.1
Georgia,2016,3718909,155399,109225,2.937,21.127,22201,10.877,17735,8.689,206340,11368,11633,71941,169810,332255,502065,13.5,4.566,261117,392840,131723,10.563,3.542,7885093,62.4,59,4921814,4653740,268074,5.4
Georgia,2017,3811625,157724,90707,2.38,24.223,21908,10.539,18834,9.061,209406,11724,11987,71127,185986,366375,552361,14.491,4.879,300921,461654,160733,12.112,4.217,7995544,63.9,60.8,5107889,4864813,243076,4.8
Georgia,2018,3910709,159811,84855,2.17,23.372,21333,10.148,19584,9.316,211094,12203,12514,72184,169864,372001,541865,13.856,4.344,305847,457010,151163,11.686,3.865,8097261,63.3,60.8,5126923,4922489,204434,4
Georgia,2019,3994888,162218,79746,1.996,22.703,22361,10.501,18747,8.804,214747,12523,12710,72684,177616,355614,533230,13.348,4.446,298813,453484,154671,11.352,3.872,8203811,63,60.7,5165423,4980501,184922,3.6
Georgia,2020,4071786,163723,64830,1.592,22.655,22739,10.534,20496,9.495,216987,13041,13314,70905,194534,331524,526058,12.92,4.778,318717,461228,142511,11.327,3.5,8286829,61.3,57.4,5082864,4754102,328762,6.5
Georgia,2021,4074622,171823,-69722,-1.711,26.285,28955,13.114,21352,9.671,224593,12802,13279,72376,201776,333731,535507,13.142,4.952,436626,605229,168603,14.854,4.138,8369409,61.6,59.2,5156388,4954094,202294,3.9
Georgia,2022,4110120,175195,189001,4.598,23.648,28378,12.53,24531,10.832,228401,17639,17990,98000,198761,476223,674984,16.422,4.836,304153,485983,181830,11.824,4.424,8484037,61.6,59.6,5222263,5058165,164098,3.1
Hawaii,1978,271280,15728,20352,7.502,30.173,3017,16.371,2064,11.2,18905,1323,1342,7137,24724,36554,61278,22.589,9.114,23733,40926,17193,15.086,6.338,624167,67.5,62.8,421466,392252,29214,6.9
Hawaii,1979,293863,16726,19850,6.755,25.627,3141,16.039,1951,9.963,20178,1343,1363,8061,20786,36718,57504,19.568,7.073,24767,37654,12887,12.813,4.385,644250,66.6,62.8,429077,404493,24584,5.7
Hawaii,1980,308936,17578,9002,2.914,29.162,3123,15.117,2132,10.32,21154,1493,1521,8478,21530,32518,54048,17.495,6.969,30684,45046,14362,14.581,4.649,663083,66.5,63.2,440743,418984,21759,4.9
Hawaii,1981,317463,18056,9117,2.872,30.169,3084,14.38,2464,11.489,21757,1802,1848,9815,23572,33432,57004,17.956,7.425,32846,47887,15041,15.084,4.738,675667,66.7,63.2,450432,427201,23231,5.2
Hawaii,1982,316850,17919,-9197,-2.903,31.672,2776,12.747,2770,12.719,21781,1975,1995,12095,20695,29482,50177,15.836,6.531,41558,59374,17816,18.739,5.623,689917,66.4,62.3,458046,430039,28007,6.1
Hawaii,1983,310697,18626,-2112,-0.68,33.257,3175,14.337,2425,10.951,22520,1649,1688,11592,22059,29605,51664,16.628,7.1,34907,53776,18869,17.308,6.073,707417,66.6,62.6,470850,442989,27861,5.9
Hawaii,1984,313689,18963,7427,2.368,29.056,2914,12.838,2524,11.12,22893,1721,1779,9754,18684,34315,52999,16.895,5.956,29070,45572,16502,14.528,5.261,719500,65.9,62.3,473967,448206,25761,5.4
Hawaii,1985,320881,19057,7080,2.206,29.334,2811,12.248,2698,11.755,23008,1866,1900,9966,19060,35083,54143,16.873,5.94,28789,47063,18274,14.667,5.695,730667,65.9,62.5,481644,456507,25137,5.2
Hawaii,1986,334149,19374,17791,5.324,29.186,3074,13.199,2504,10.752,23574,1657,1678,10515,26374,40179,66553,19.917,7.893,30963,48762,17799,14.593,5.327,744917,66.2,63.1,493152,470179,22973,4.7
Hawaii,1987,355873,19865,21251,5.972,32.827,3395,14.207,2737,11.453,24226,1758,1809,12549,31260,48403,79663,22.385,8.784,35429,58412,22983,16.414,6.458,761917,67.1,64.7,511531,492626,18905,3.7
Hawaii,1988,375158,20482,17450,4.651,28.703,3514,14.246,2628,10.654,25109,1804,1855,10391,29011,42279,71290,19.003,7.733,34351,53840,19489,14.351,5.195,776167,66.8,64.7,518264,502303,15961,3.1
Hawaii,1989,396350,20937,25192,6.356,25.172,3318,13.024,2611,10.249,25829,1866,1896,12118,28922,46154,75076,18.942,7.297,30820,49884,19064,12.586,4.81,789750,67.1,65.5,530024,517005,13019,2.5
Hawaii,1990,419472,21585,23363,5.57,25.173,3425,13.046,2587,9.854,26673,1788,1836,11638,29645,46515,76160,18.156,7.067,32575,52797,20222,12.587,4.821,809147,68,66.3,550484,536157,14327,2.6
Hawaii,1991,432418,21886,4619,1.068,32.824,3597,13.292,2803,10.358,27458,1930,1981,14701,32550,43037,75587,17.48,7.527,47411,70968,23557,16.412,5.448,826510,68.3,66.4,564852,549066,15786,2.8
Hawaii,1992,439984,21772,12313,2.799,29.125,3014,10.983,2899,10.564,27501,1882,1913,12168,24184,52201,76385,17.361,5.497,43238,64072,20834,14.562,4.735,840084,68.7,65.8,576944,553015,23929,4.1
Hawaii,1993,439198,21781,-13000,-2.96,27.996,2876,10.483,3002,10.943,27371,1951,1995,11090,22698,38780,61478,13.998,5.168,50035,74478,24443,16.958,5.565,850658,68.4,65.4,582121,556734,25387,4.4
Hawaii,1994,430260,21778,-7212,-1.676,28.87,2816,10.278,2845,10.383,27385,1939,2021,15193,27585,34524,62109,14.435,6.411,45798,69321,23523,16.111,5.467,859398,67.9,64.3,583221,552936,30285,5.2
Hawaii,1995,422647,21894,-3344,-0.791,25.911,2892,10.523,2679,9.748,27588,1845,1889,8713,21970,32785,54755,12.955,5.198,39746,58099,18353,13.746,4.342,867555,67.5,63.8,585368,553124,32244,5.5
Hawaii,1996,415713,21713,-2084,-0.501,29.314,2795,10.204,2934,10.711,27322,1903,2009,10536,27843,33089,60932,14.657,6.698,42429,63016,20587,15.159,4.952,877213,67.8,63.8,594972,559622,35350,5.9
Hawaii,1997,417086,21639,-125,-0.03,28.576,2831,10.383,2973,10.904,27194,1910,1967,11030,19903,39690,59593,14.288,4.772,39622,59718,20096,14.318,4.818,888620,67.7,63.7,601737,565988,35749,5.9
Hawaii,1998,413053,21662,-5396,-1.306,27.323,2634,9.678,2817,10.351,27124,1747,1786,9922,21438,34992,56430,13.662,5.19,40754,61826,21072,14.968,5.102,895694,67.3,63.4,602650,567545,35105,5.8
Hawaii,1999,413352,21566,3277,0.793,26.849,2569,9.495,2713,10.027,26984,1690,1761,10780,23641,35126,58767,14.217,5.719,35039,55490,20451,13.424,4.948,899768,67.1,63.6,603670,572297,31373,5.2
Hawaii,2000,422968,21752,14097,3.333,21.71,2569,9.487,2387,8.815,27170,1496,1546,8546,18934,41076,60010,14.188,4.476,28777,45913,17136,10.855,4.051,900554,67.2,64.4,605395,579736,25659,4.2
Hawaii,2001,434539,22048,6093,1.402,23.897,2700,9.872,2383,8.713,27509,1437,1488,8339,19946,38067,58013,13.35,4.59,33875,51920,18045,11.948,4.153,907051,67,64.1,607556,581379,26177,4.3
Hawaii,2002,441054,22230,-3421,-0.776,30.435,3080,11.108,2842,10.25,27846,1645,1685,12152,28562,38555,67117,15.217,6.476,47034,70538,23504,15.993,5.329,914847,65.8,63.1,601786,577616,24170,4
Hawaii,2003,448429,22658,19412,4.329,22.895,2891,10.31,2488,8.873,28242,1506,1555,10282,21439,49307,70746,15.776,4.781,31474,51334,19860,11.448,4.429,922736,65.5,62.9,603936,580352,23584,3.9
Hawaii,2004,464568,23109,13105,2.821,21.783,2885,10.115,2335,8.186,28798,1524,1561,8836,20011,43693,63704,13.713,4.307,34974,50599,15625,10.892,3.363,941335,65,62.8,611752,591594,20158,3.3
Hawaii,2005,478900,23552,15351,3.205,23.666,3005,10.316,2367,8.126,29449,1519,1579,8332,27430,44590,72020,15.039,5.728,38296,56669,18373,11.833,3.837,951366,65.8,63.9,625530,607853,17677,2.8
Hawaii,2006,498166,24172,23686,4.755,20.949,3420,11.408,2363,7.882,30508,1575,1604,8762,27932,47934,75866,15.229,5.607,36666,52180,15514,10.474,3.114,960686,66.1,64.5,635415,619362,16053,2.5
Hawaii,2007,512829,24312,6534,1.274,27.219,3085,10.081,2889,9.44,30701,1767,1828,12437,25050,51277,76327,14.884,4.885,44763,69793,25030,13.609,4.881,968365,65.8,63.9,636710,619224,17486,2.7
Hawaii,2008,516898,23992,-202,-0.039,25.871,2666,8.723,2907,9.511,30444,1878,1931,11184,21494,45369,66863,12.935,4.158,47028,67065,20037,12.975,3.876,975321,65.8,63.1,641526,615767,25759,4
Hawaii,2009,502129,23566,-31943,-6.362,19.891,2563,8.457,3027,9.988,30073,1964,2017,13052,19726,30213,49939,9.945,3.928,59793,81882,22089,16.307,4.399,981691,64.4,60.1,631970,589798,42172,6.7
Hawaii,2010,482001,23132,-8810,-1.828,23.472,2403,8.05,2860,9.58,29624,1750,1797,9256,21379,35189,56568,11.736,4.435,46478,65378,18900,13.564,3.921,1030162,63,58.7,648549,604210,44339,6.8
Hawaii,2011,479926,22818,5138,1.071,21.393,2411,8.173,2653,8.993,29379,1664,1708,9276,19700,36774,56474,11.767,4.105,33958,51336,17378,10.697,3.621,1055845,62.6,58.3,660634,615470,45164,6.8
Hawaii,2012,486056,22702,7530,1.549,21.004,2322,7.932,2534,8.657,29166,1450,1480,7797,17136,41440,58576,12.051,3.526,34688,51046,16358,10.502,3.365,1065644,61,57.4,650415,611985,38430,5.9
Hawaii,2013,495972,22745,12337,2.487,19.443,2480,8.494,2396,8.207,29238,1406,1453,10407,19057,41497,60554,12.209,3.842,29091,48217,19126,9.722,3.856,1074149,60.6,57.7,650978,620005,30973,4.8
Hawaii,2014,510515,22726,16466,3.225,18.307,2502,8.526,2290,7.803,29453,1505,1522,8107,23541,39656,63197,12.379,4.611,31805,46731,14926,9.154,2.924,1080245,61.5,58.9,664014,635913,28101,4.2
Hawaii,2015,521092,22771,4010,0.77,19.687,2491,8.437,2348,7.953,29595,1488,1507,9342,17414,37890,55304,10.613,3.342,34562,51294,16732,9.844,3.211,1086642,61.7,59.6,670594,647616,22978,3.4
Hawaii,2016,526106,22993,5683,1.08,20.102,2620,8.791,2217,7.439,30004,1401,1446,8169,18664,39898,58562,11.131,3.548,39313,52879,13566,10.051,2.579,1093555,62.1,60.3,679121,659557,19564,2.9
Hawaii,2017,535640,23041,13821,2.58,21.803,2537,8.439,2414,8.029,30126,1519,1543,8287,28051,44164,72215,13.482,5.237,42196,58394,16198,10.902,3.024,1120898,62,60.7,695303,679865,15438,2.2
Hawaii,2018,547380,23188,7446,1.36,20.009,2531,8.379,2358,7.806,30293,1483,1522,10264,20047,42162,62209,11.365,3.662,37964,54763,16799,10.005,3.069,1124162,61.6,60.1,692457,675849,16608,2.4
Hawaii,2019,552210,23355,2551,0.462,19.021,2563,8.43,2343,7.706,30514,1569,1596,10411,19935,35133,55068,9.972,3.61,34314,52517,18203,9.51,3.296,1124354,61,59.5,686066,668769,17297,2.5
Hawaii,2020,551374,23065,-4229,-0.767,18.214,2388,7.861,2664,8.77,30240,1744,1776,8822,14611,35604,50215,9.107,2.65,37889,54444,16555,9.874,3.002,1125622,59.2,52.3,665964,588159,77805,11.7
Hawaii,2021,510029,22161,-78289,-15.35,14.799,2556,8.603,3623,12.194,29178,2045,2119,11464,14349,23390,37739,7.399,2.813,93709,116028,22319,22.749,4.376,1125168,59.6,56,670193,630151,40042,6
Hawaii,2022,488902,22949,36075,7.379,19.374,3330,11.276,2602,8.81,29897,1700,1729,7653,16755,66680,83435,17.066,3.427,32492,47360,14868,9.687,3.041,1123787,59.9,57.9,672727,650672,22055,3.3
Idaho,1978,229538,17454,19395,8.45,33.59,3668,18.751,2346,11.993,20223,1665,1682,7893,21700,36246,57946,25.245,9.454,24321,38551,14230,16.795,6.199,631667,65.7,62.1,414990,392150,22840,5.5
Idaho,1979,243825,17781,5747,2.357,34.814,3124,15.276,2741,13.403,20642,2051,2063,9671,18031,30159,48190,19.764,7.395,26754,42443,15689,17.407,6.435,647917,66.2,62.3,428898,403913,24985,5.8
Idaho,1980,246155,17845,-247,-0.1,35.474,2963,14.316,2870,13.867,20743,2106,2131,9840,17454,26207,43661,17.737,7.091,28451,43908,15457,17.838,6.279,659500,65.1,60.2,429395,396955,32440,7.6
Idaho,1981,245041,17637,-1873,-0.764,33.238,2767,13.38,2890,13.975,20618,2134,2168,10082,16968,23755,40723,16.619,6.925,27409,42596,15187,17.383,6.198,670250,64.3,59.4,430885,398041,32844,7.6
Idaho,1982,240327,17259,-8095,-3.368,33.527,2701,13.188,2983,14.565,20339,2111,2123,10115,16984,23303,40287,16.763,7.067,32336,48382,16046,20.132,6.677,679750,65.4,58.9,444686,400677,44009,9.9
Idaho,1983,235617,17575,-984,-0.418,35.299,2879,14.047,2572,12.549,20649,1792,1821,8681,17283,24302,41585,17.649,7.335,26125,42569,16444,18.067,6.979,689750,65.8,59.8,453929,412697,41232,9.1
Idaho,1984,242111,18442,13656,5.64,27.854,3250,15.391,2297,10.878,21593,1697,1709,8320,16722,30653,47375,19.567,6.907,21005,33719,12714,13.927,5.251,699083,66.2,61.4,462827,429535,33292,7.2
Idaho,1985,251415,18578,4798,1.908,32.303,3092,14.257,2922,13.473,21773,2119,2152,11272,16386,29019,45405,18.06,6.518,23999,40607,16608,16.151,6.606,700333,66.7,61.5,466831,430397,36434,7.8
Idaho,1986,255838,18667,3433,1.342,32.95,3018,13.812,2860,13.089,21930,2009,2034,10041,16802,28780,45582,17.817,6.567,27305,42149,14844,16.475,5.802,707083,66.8,61.2,472247,432737,39510,8.4
Idaho,1987,263845,18733,-10735,-4.069,36.829,3012,13.708,2949,13.421,22004,1967,2001,12112,20087,28498,48585,18.414,7.613,40242,59320,19078,22.483,7.231,711167,66.4,61.3,472236,436068,36168,7.7
Idaho,1988,262554,18991,13062,4.975,32.604,3030,13.632,2636,11.859,22424,1820,1863,11916,23726,32137,55863,21.277,9.037,25183,42801,17618,16.302,6.71,716250,66.9,62.8,479331,449810,29521,6.2
Idaho,1989,280642,19381,22789,8.12,27.415,2972,13.111,2524,11.135,22892,1715,1758,9768,23505,37753,61258,21.828,8.375,23566,38469,14903,13.707,5.31,725667,67.6,63.9,490404,463537,26867,5.5
Idaho,1990,299871,20446,15125,5.044,28.349,3391,14.443,2225,9.477,24061,1586,1612,9405,19472,38158,57630,19.218,6.493,28129,42505,14376,14.174,4.794,728642,67.8,64,494169,466472,27697,5.6
Idaho,1991,309532,20804,4732,1.529,33.334,3143,12.909,2509,10.305,24664,1714,1737,10209,21101,35221,56322,18.196,6.817,31525,51590,20065,16.667,6.482,751752,67.8,63.5,509647,477321,32326,6.3
Idaho,1992,317304,21471,13486,4.25,28.847,3296,13.17,2504,10.005,25423,1620,1660,8531,20459,38794,59253,18.674,6.448,30818,45767,14949,14.424,4.711,775171,68.3,63.9,529651,495136,34515,6.5
Idaho,1993,331573,22353,15112,4.558,26.294,3363,13.003,2475,9.569,26308,1624,1656,8917,20341,38363,58704,17.705,6.135,29650,43592,13942,13.147,4.205,802922,68.7,64.5,551298,517797,33501,6.1
Idaho,1994,351252,23665,21625,6.157,25.688,3933,14.519,2499,9.225,27806,1713,1749,9823,22092,44647,66739,19,6.29,30254,45114,14860,12.844,4.231,830424,70.8,66.9,587593,555266,32327,5.5
Idaho,1995,367983,24673,12497,3.396,27.795,3835,13.532,2741,9.672,28888,1910,1928,8785,21454,42184,63638,17.294,5.83,31266,51141,19875,13.898,5.401,856925,70.3,66.4,602000,568898,33102,5.5
Idaho,1996,377212,25345,12129,3.215,30.772,3982,13.625,3077,10.528,29679,2137,2162,11610,24670,45496,70166,18.601,6.54,37050,58037,20987,15.386,5.564,879010,70.2,66.4,617087,583655,33432,5.4
Idaho,1997,389809,26104,10995,2.821,32.257,4365,14.486,3486,11.569,30573,2308,2354,13732,27784,46081,73865,18.949,7.128,39161,62870,23709,16.128,6.082,899095,70.4,66.7,632640,599702,32938,5.2
Idaho,1998,413885,26682,20556,4.967,28.796,4046,13.041,3375,10.878,31361,2301,2321,11321,32085,48062,80147,19.365,7.752,40289,59591,19302,14.398,4.664,916680,71,67.3,651254,617126,34128,5.2
Idaho,1999,430582,27258,11893,2.762,27.483,4149,13.033,3238,10.171,32290,2212,2246,12944,27266,43796,71062,16.504,6.332,35461,59169,23708,13.742,5.506,933848,70,66.5,653982,621232,32750,5
Idaho,2000,448195,27585,12139,2.708,31.421,3960,12.178,3519,10.822,32737,2309,2380,13328,34180,48373,82553,18.419,7.626,49039,70414,21375,15.711,4.769,951079,69.5,66.3,661066,630228,30838,4.7
Idaho,2001,458639,27857,8188,1.785,31.559,4189,12.731,3938,11.968,33030,2325,2398,14340,30274,50285,80559,17.565,6.601,45304,72371,27067,15.78,5.902,969340,70,66.4,678281,643913,34368,5.1
Idaho,2002,458202,28173,-10980,-2.396,35.822,4469,13.392,3942,11.812,33635,2293,2343,18525,34456,47612,82068,17.911,7.52,62313,93048,30735,20.307,6.708,988250,69.4,65.5,685650,647019,38631,5.6
Idaho,2003,458684,29117,11467,2.5,28.782,4627,13.552,3576,10.474,34668,2280,2321,10371,26850,50627,77477,16.891,5.854,44100,66010,21910,14.391,4.777,1006838,68.7,64.9,691702,653299,38403,5.6
Idaho,2004,474758,30235,20413,4.3,27.083,4687,13.291,3489,9.894,35864,2194,2221,11847,39256,45447,84703,17.841,8.269,41486,64290,22804,13.542,4.803,1028370,68.3,65,702872,668638,34234,4.9
Idaho,2005,499601,31793,28545,5.714,25.323,5308,14.439,3520,9.575,37655,2303,2337,13188,36173,55629,91802,18.375,7.24,43025,63257,20232,12.662,4.05,1056225,69.1,66.4,730354,701400,28954,4
Idaho,2006,528353,33891,26878,5.087,25.824,6301,16.206,3834,9.861,40115,2660,2689,17304,35055,60045,95100,17.999,6.635,43076,68222,25146,12.912,4.759,1086238,68.5,66.2,744475,718848,25627,3.4
Idaho,2007,544086,35167,4260,0.783,32.999,5887,14.394,4269,10.438,41709,2933,2958,16824,35422,58610,94032,17.283,6.51,63488,89772,26284,16.5,4.831,1112418,67.9,65.8,755287,732155,23132,3.1
Idaho,2008,541083,34546,-10708,-1.979,27.407,4791,11.546,5179,12.481,41300,3629,3676,16932,27385,46762,74147,13.703,5.061,59110,84855,25745,15.682,4.758,1134171,67,63.6,759676,721828,37848,5
Idaho,2009,518321,32663,-36897,-7.119,22.284,3756,9.288,5759,14.241,39437,3752,3796,17563,23803,33949,57752,11.142,4.592,66279,94649,28370,18.261,5.473,1149973,66.4,60.6,763633,696832,66801,8.7
Idaho,2010,494418,31953,-10550,-2.134,25.092,3993,10.217,4719,12.075,38719,3058,3123,12735,20859,41170,62029,12.546,4.219,52272,72579,20307,14.68,4.107,1165430,65.4,59.7,762147,695265,66882,8.8
Idaho,2011,485533,31143,-6110,-1.258,24.869,3838,10.014,4594,11.986,37949,2870,2960,13991,20032,40342,60374,12.435,4.126,44981,66484,21503,13.693,4.429,1179092,64.8,59.5,764205,701660,62545,8.2
Idaho,2012,488435,31243,12640,2.588,23.868,3969,10.449,3883,10.223,38026,2374,2412,10478,23098,47831,70929,14.522,4.729,36073,58289,22216,11.934,4.548,1193211,64.7,59.9,772112,714969,57143,7.4
Idaho,2013,504037,31479,17162,3.405,22.277,4027,10.552,3729,9.771,38313,2398,2415,11569,22659,50646,73305,14.544,4.496,34473,56143,21670,11.139,4.299,1208621,64.3,59.9,777606,724545,53061,6.8
Idaho,2014,521418,32193,17876,3.428,22.766,4229,10.912,3345,8.631,39198,2156,2200,9267,22900,54329,77229,14.811,4.392,36231,59353,23122,11.383,4.434,1226459,63.3,60.6,776937,742805,34132,4.4
Idaho,2015,540088,32781,17948,3.323,20.547,4272,10.782,3448,8.703,40032,2205,2237,10248,23339,50095,73434,13.597,4.321,35413,55486,20073,10.274,3.717,1246558,63.8,61.3,795014,764121,30893,3.9
Idaho,2016,556758,33501,16283,2.925,21.432,4474,11.045,3482,8.596,41004,2229,2274,9942,24006,51939,75945,13.641,4.312,40845,59662,18817,10.716,3.38,1274370,63.8,61.5,812921,783180,29741,3.7
Idaho,2017,571330,34102,14871,2.603,22.804,4435,10.727,3743,9.053,41690,2284,2319,10879,25957,54056,80013,14.005,4.543,43832,65142,21310,11.402,3.73,1314456,63.9,61.8,839776,812875,26901,3.2
Idaho,2018,588533,35362,20292,3.448,22.193,4934,11.639,3493,8.239,43114,2237,2295,11187,28923,56676,85599,14.544,4.914,45399,65307,19908,11.097,3.383,1346386,64.1,62.2,862434,837767,24667,2.9
Idaho,2019,608018,36704,20628,3.393,18.927,5164,11.772,3676,8.38,44610,2423,2456,10135,29164,49003,78167,12.856,4.797,40400,57539,17139,9.463,2.819,1381645,64.3,62.5,888611,862940,25671,2.9
Idaho,2020,629216,37605,21026,3.342,19.667,5288,11.703,4144,9.171,45758,2672,2705,11614,30953,51948,82901,13.175,4.919,42392,61875,19483,9.834,3.096,1420560,63.3,59.8,899807,850130,49677,5.5
