Year,Country_Code,Country_Name,Host_city,Host_country,Gold,Silver,Bronze,MedalTotal,Population,LifeExpectancy,Region,IncomeGroup,GDP
1980,VEN,Venezuela,Moscow,Soviet Union,0,1,0,1,15210443.0,68.762,Latin America & Caribbean,,
1980,JAM,Jamaica,Moscow,Soviet Union,0,0,3,3,2135546.0,69.435,Latin America & Caribbean,Upper middle income,
1980,GUY,Guyana,Moscow,Soviet Union,0,0,1,1,778176.0,61.229,Latin America & Caribbean,High income,
1980,LBN,Lebanon,Moscow,Soviet Union,0,0,1,1,2963702.0,59.665,Middle East & North Africa,Lower middle income,
1984,USA,United States,Los Angeles,United States,83,61,30,174,235825000.0,74.56341463,North America,High income,
1984,ROU,Romania,Los Angeles,United States,20,16,17,53,22640547.0,69.65878049,Europe & Central Asia,High income,
1984,DEU,West Germany,Los Angeles,United States,17,19,23,59,77858685.0,74.07229268,Europe & Central Asia,High income,
1984,CHN,China,Los Angeles,United States,15,8,9,32,1036825000.0,66.3,East Asia & Pacific,Upper middle income,
1984,ITA,Italy,Los Angeles,United States,14,6,12,32,56576718.0,75.3895122,Europe & Central Asia,High income,
1984,CAN,Canada,Los Angeles,United States,10,18,16,44,25607053.0,76.33195122,North America,High income,
1984,JPN,Japan,Los Angeles,United States,10,8,14,32,120083000.0,77.29121951,East Asia & Pacific,High income,
1984,NZL,New Zealand,Los Angeles,United States,8,1,2,11,3227100.0,74.37073171,East Asia & Pacific,High income,
1984,YUG,Yugoslavia,Los Angeles,United States,7,4,7,18,,,,,
1984,KOR,South Korea,Los Angeles,United States,6,6,7,19,40405956.0,68.19512195,East Asia & Pacific,High income,
1984,GBR,Great Britain,Los Angeles,United States,5,11,21,37,56422072.0,74.77804878,Europe & Central Asia,High income,
1984,FRA,France,Los Angeles,United States,5,7,16,28,56275701.0,75.0,Europe & Central Asia,High income,
1984,NLD,Netherlands,Los Angeles,United States,5,2,6,13,14424211.0,76.23317073,Europe & Central Asia,High income,
1984,AUS,Australia,Los Angeles,United States,4,8,12,24,15579391.0,75.38780488,East Asia & Pacific,High income,
1984,FIN,Finland,Los Angeles,United States,4,2,6,12,4881803.0,74.51902439,Europe & Central Asia,High income,
1984,SWE,Sweden,Los Angeles,United States,2,11,6,19,8336605.0,76.81585366,Europe & Central Asia,High income,
1984,MEX,Mexico,Los Angeles,United States,2,3,1,6,73489654.0,67.29,Latin America & Caribbean,Upper middle income,
1984,MAR,Morocco,Los Angeles,United States,2,0,0,2,21817271.0,58.49,Middle East & North Africa,Lower middle income,
1984,BRA,Brazil,Los Angeles,United States,1,5,2,8,133888775.0,63.773,Latin America & Caribbean,Upper middle income,
1984,ESP,Spain,Los Angeles,United States,1,2,2,5,38330364.0,76.29536585,Europe & Central Asia,High income,
1984,BEL,Belgium,Los Angeles,United States,1,1,2,4,9855372.0,74.40487805,Europe & Central Asia,High income,
1984,AUT,Austria,Los Angeles,United States,1,1,1,3,7561434.0,73.61219512,Europe & Central Asia,High income,
1984,KEN,Kenya,Los Angeles,United States,1,0,2,3,18753176.0,60.804,Sub-Saharan Africa,Lower middle income,
1984,PRT,Portugal,Los Angeles,United States,1,0,2,3,9996232.0,72.51463415,Europe & Central Asia,High income,
1984,PAK,Pakistan,Los Angeles,United States,1,0,0,1,94003867.0,59.332,South Asia,Lower middle income,
1984,CHE,Switzerland,Los Angeles,United States,0,4,4,8,6441865.0,76.60853659,Europe & Central Asia,High income,
1984,DNK,Denmark,Los Angeles,United States,0,3,3,6,5111619.0,74.56219512,Europe & Central Asia,High income,
1984,JAM,Jamaica,Los Angeles,United States,0,1,2,3,2264095.0,70.272,Latin America & Caribbean,Upper middle income,
1984,NOR,Norway,Los Angeles,United States,0,1,2,3,4140099.0,76.22439024,Europe & Central Asia,High income,
1984,GRC,Greece,Los Angeles,United States,0,1,1,2,9895801.0,75.77439024,Europe & Central Asia,High income,
1984,NGA,Nigeria,Los Angeles,United States,0,1,1,2,81337553.0,46.55,Sub-Saharan Africa,Lower middle income,
1984,PRI,Puerto Rico,Los Angeles,United States,0,1,1,2,3344190.0,73.531,Latin America & Caribbean,High income,
1984,COL,Colombia,Los Angeles,United States,0,1,0,1,28689032.0,67.979,Latin America & Caribbean,Upper middle income,
1984,EGY,Egypt,Los Angeles,United States,0,1,0,1,48676443.0,59.73,Middle East & North Africa,Lower middle income,
1984,IRL,Ireland,Los Angeles,United States,0,1,0,1,3532423.0,73.66373171,Europe & Central Asia,High income,
1984,CIV,Ivory Coast,Los Angeles,United States,0,1,0,1,9621405.0,53.037,Sub-Saharan Africa,Lower middle income,
1984,PER,Peru,Los Angeles,United States,0,1,0,1,19285646.0,60.467,Latin America & Caribbean,Upper middle income,
1984,SYR,Syria,Los Angeles,United States,0,1,0,1,10183138.0,68.924,Middle East & North Africa,Low income,
1984,THA,Thailand,Los Angeles,United States,0,1,0,1,49636724.0,66.733,East Asia & Pacific,Upper middle income,
1984,TUR,Turkey,Los Angeles,United States,0,0,3,3,48106764.0,64.706,Europe & Central Asia,Upper middle income,
1984,VEN,Venezuela,Los Angeles,United States,0,0,3,3,16953234.0,70.441,Latin America & Caribbean,,
1984,DZA,Algeria,Los Angeles,United States,0,0,2,2,21393530.0,61.658,Middle East & North Africa,Upper middle income,
1984,CMR,Cameroon,Los Angeles,United States,0,0,1,1,9508570.0,53.22,Sub-Saharan Africa,Lower middle income,
1984,TPE,Chinese Taipei,Los Angeles,United States,0,0,1,1,,,,,
1984,DOM,Dominican Republic,Los Angeles,United States,0,0,1,1,6282104.0,63.602,Latin America & Caribbean,Upper middle income,
1984,ISL,Iceland,Los Angeles,United States,0,0,1,1,239511.0,77.57658537,Europe & Central Asia,High income,
1984,ZMB,Zambia,Los Angeles,United States,0,0,1,1,6488072.0,52.755,Sub-Saharan Africa,Lower middle income,
1988,RUS,Soviet Union,Seoul,South Korea,55,31,46,132,146857000.0,69.46439024,Europe & Central Asia,High income,
1988,DEU,East Germany,Seoul,South Korea,37,35,30,102,78144619.0,74.99873171,Europe & Central Asia,High income,
1988,USA,United States,Seoul,South Korea,36,31,27,94,244499000.0,74.76585366,North America,High income,
1988,KOR,South Korea,Seoul,South Korea,12,10,11,33,42031247.0,70.54878049,East Asia & Pacific,High income,
1988,DEU,West Germany,Seoul,South Korea,11,14,15,40,78144619.0,74.99873171,Europe & Central Asia,High income,
1988,HUN,Hungary,Seoul,South Korea,11,6,6,23,10596487.0,70.02341463,Europe & Central Asia,High income,
1988,BGR,Bulgaria,Seoul,South Korea,10,12,13,35,8981446.0,71.60439024,Europe & Central Asia,High income,
1988,ROU,Romania,Seoul,South Korea,7,11,6,24,23057662.0,69.38804878,Europe & Central Asia,High income,
1988,FRA,France,Seoul,South Korea,6,4,6,16,57472651.0,76.1,Europe & Central Asia,High income,
1988,ITA,Italy,Seoul,South Korea,6,4,4,14,56629288.0,76.37073171,Europe & Central Asia,High income,
1988,CHN,China,Seoul,South Korea,5,11,12,28,1101630000.0,67.581,East Asia & Pacific,Upper middle income,
1988,GBR,Great Britain,Seoul,South Korea,5,10,9,24,56928327.0,75.3804878,Europe & Central Asia,High income,
1988,KEN,Kenya,Seoul,South Korea,5,2,2,9,21626122.0,59.539,Sub-Saharan Africa,Lower middle income,
1988,JPN,Japan,Seoul,South Korea,4,3,7,14,122578000.0,78.3497561,East Asia & Pacific,High income,
1988,AUS,Australia,Seoul,South Korea,3,6,5,14,16532164.0,76.43268293,East Asia & Pacific,High income,
1988,YUG,Yugoslavia,Seoul,South Korea,3,4,5,12,,,,,
1988,CZE,Czechoslovakia,Seoul,South Korea,3,3,2,8,10355276.0,71.64146341,Europe & Central Asia,High income,
1988,NZL,New Zealand,Seoul,South Korea,3,2,8,13,3283400.0,74.42439024,East Asia & Pacific,High income,
1988,CAN,Canada,Seoul,South Korea,3,2,5,10,26791747.0,76.85878049,North America,High income,
1988,POL,Poland,Seoul,South Korea,2,5,9,16,37824487.0,71.33170732,Europe & Central Asia,High income,
1988,NOR,Norway,Seoul,South Korea,2,3,0,5,4209488.0,76.2204878,Europe & Central Asia,High income,
1988,NLD,Netherlands,Seoul,South Korea,2,2,5,9,14760094.0,76.8902439,Europe & Central Asia,High income,
1988,DNK,Denmark,Seoul,South Korea,2,1,1,4,5129516.0,74.77170732,Europe & Central Asia,High income,
1988,BRA,Brazil,Seoul,South Korea,1,2,3,6,145253973.0,65.454,Latin America & Caribbean,Upper middle income,
1988,FIN,Finland,Seoul,South Korea,1,1,2,4,4946481.0,74.57707317,Europe & Central Asia,High income,
1988,ESP,Spain,Seoul,South Korea,1,1,2,4,38766939.0,76.74707317,Europe & Central Asia,High income,
1988,TUR,Turkey,Seoul,South Korea,1,1,0,2,52275890.0,66.794,Europe & Central Asia,Upper middle income,
1988,MAR,Morocco,Seoul,South Korea,1,0,2,3,23720590.0,61.32,Middle East & North Africa,Lower middle income,
1988,AUT,Austria,Seoul,South Korea,1,0,0,1,7585317.0,75.21707317,Europe & Central Asia,High income,
1988,PRT,Portugal,Seoul,South Korea,1,0,0,1,10019610.0,73.71463415,Europe & Central Asia,High income,
1988,SUR,Suriname,Seoul,South Korea,1,0,0,1,402139.0,63.437,Latin America & Caribbean,Upper middle income,
1988,SWE,Sweden,Seoul,South Korea,0,4,7,11,8436489.0,76.97926829,Europe & Central Asia,High income,
1988,CHE,Switzerland,Seoul,South Korea,0,2,2,4,6593386.0,77.22658537,Europe & Central Asia,High income,
1988,JAM,Jamaica,Seoul,South Korea,0,2,0,2,2354805.0,71.541,Latin America & Caribbean,Upper middle income,
1988,ARG,Argentina,Seoul,South Korea,0,1,1,2,31690792.0,71.052,Latin America & Caribbean,Upper middle income,
1988,CHL,Chile,Seoul,South Korea,0,1,0,1,12918389.0,72.456,Latin America & Caribbean,High income,
1988,CRI,Costa Rica,Seoul,South Korea,0,1,0,1,3001461.0,76.106,Latin America & Caribbean,Upper middle income,
1988,IDN,Indonesia,Seoul,South Korea,0,1,0,1,175694647.0,62.211,East Asia & Pacific,Upper middle income,
1988,IRN,Iran,Seoul,South Korea,0,1,0,1,52111868.0,63.446,Middle East & North Africa,Upper middle income,
1988,AHO,Netherlands Antilles,Seoul,South Korea,0,1,0,1,,,,,
1988,PER,Peru,Seoul,South Korea,0,1,0,1,21143799.0,63.601,Latin America & Caribbean,Upper middle income,
1988,SEN,Senegal,Seoul,South Korea,0,1,0,1,7113636.0,55.774,Sub-Saharan Africa,Lower middle income,
1988,VIR,Virgin Islands,Seoul,South Korea,0,1,0,1,100952.0,70.76326829,Latin America & Caribbean,High income,
1988,BEL,Belgium,Seoul,South Korea,0,0,2,2,9901664.0,75.56585366,Europe & Central Asia,High income,
1988,MEX,Mexico,Seoul,South Korea,0,0,2,2,78892015.0,69.253,Latin America & Caribbean,Upper middle income,
1988,COL,Colombia,Seoul,South Korea,0,0,1,1,31256727.0,68.391,Latin America & Caribbean,Upper middle income,
1988,DJI,Djibouti,Seoul,South Korea,0,0,1,1,482337.0,55.161,Middle East & North Africa,Lower middle income,
1988,GRC,Greece,Seoul,South Korea,0,0,1,1,10036983.0,76.9807561,Europe & Central Asia,High income,
1988,MNG,Mongolia,Seoul,South Korea,0,0,1,1,2073771.0,57.87,East Asia & Pacific,Upper middle income,
1988,PAK,Pakistan,Seoul,South Korea,0,0,1,1,107967838.0,59.356,South Asia,Lower middle income,
1988,PHL,Philippines,Seoul,South Korea,0,0,1,1,58755923.0,64.898,East Asia & Pacific,Lower middle income,
1988,THA,Thailand,Seoul,South Korea,0,0,1,1,53410965.0,69.689,East Asia & Pacific,Upper middle income,
1992,EUN,Unified Team,Barcelona,Spain,45,38,29,112,,,,,
1992,USA,United States,Barcelona,Spain,37,34,37,108,256514000.0,75.61707317,North America,High income,11459984554361.5
1992,DEU,Germany,Barcelona,Spain,33,21,28,82,80624598.0,75.8195122,Europe & Central Asia,High income,3622707986058.32
1992,CHN,China,Barcelona,Spain,16,22,16,54,1164970000.0,68.734,East Asia & Pacific,Upper middle income,2331401191963.71
1992,CUB,Cuba,Barcelona,Spain,14,6,11,31,10783748.0,74.162,Latin America & Caribbean,Upper middle income,
1992,ESP,Spain,Barcelona,Spain,13,7,2,22,39157685.0,77.41,Europe & Central Asia,High income,1261273273073.88
1992,KOR,South Korea,Barcelona,Spain,12,5,12,29,43747962.0,72.49756098,East Asia & Pacific,High income,700186922750.594
1992,HUN,Hungary,Barcelona,Spain,11,12,7,30,10369341.0,69.11707317,Europe & Central Asia,High income,190037017179.196
1992,FRA,France,Barcelona,Spain,8,5,16,29,58849943.0,77.1,Europe & Central Asia,High income,2415834697267.06
1992,AUS,Australia,Barcelona,Spain,7,9,11,27,17478635.0,77.37804878,East Asia & Pacific,High income,610418039409.583
1992,CAN,Canada,Barcelona,Spain,7,4,7,18,28371264.0,77.83804878,North America,High income,1090395378851.92
1992,ITA,Italy,Barcelona,Spain,6,5,8,19,56797087.0,77.4195122,Europe & Central Asia,High income,2491043076983.75
1992,GBR,Great Britain,Barcelona,Spain,5,3,12,20,57580402.0,76.43414634,Europe & Central Asia,High income,2020877928109.51
1992,ROU,Romania,Barcelona,Spain,4,6,8,18,22794284.0,69.78439024,Europe & Central Asia,High income,302520276902.518
1992,CZE,Czechoslovakia,Barcelona,Spain,4,2,1,7,10319123.0,72.27170732,Europe & Central Asia,High income,254679102545.067
1992,PRK,North Korea,Barcelona,Spain,4,0,5,9,21439991.0,70.824,East Asia & Pacific,Low income,
1992,JPN,Japan,Barcelona,Spain,3,8,11,22,124425000.0,79.0802439,East Asia & Pacific,High income,4574407663005.5
1992,BGR,Bulgaria,Barcelona,Spain,3,7,6,16,8540164.0,71.49439024,Europe & Central Asia,High income,111634025002.134
1992,POL,Poland,Barcelona,Spain,3,6,10,19,38363667.0,71.0902439,Europe & Central Asia,High income,473634890897.338
1992,NLD,Netherlands,Barcelona,Spain,2,6,7,15,15184166.0,77.21707317,Europe & Central Asia,High income,670594015135.777
1992,KEN,Kenya,Barcelona,Spain,2,4,2,8,24655723.0,57.259,Sub-Saharan Africa,Lower middle income,96233691208.8466
1992,NOR,Norway,Barcelona,Spain,2,4,1,7,4286401.0,77.18439024,Europe & Central Asia,High income,259267275620.151
1992,TUR,Turkey,Barcelona,Spain,2,2,2,6,56302037.0,68.486,Europe & Central Asia,Upper middle income,718526004676.726
1992,IDN,Indonesia,Barcelona,Spain,2,2,1,5,188558416.0,64.126,East Asia & Pacific,Upper middle income,1018135773672.26
1992,BRA,Brazil,Barcelona,Spain,2,1,0,3,155900790.0,66.708,Latin America & Caribbean,Upper middle income,1893260506388.94
1992,GRC,Greece,Barcelona,Spain,2,0,0,2,10399061.0,77.38292683,Europe & Central Asia,High income,286220237000.216
1992,SWE,Sweden,Barcelona,Spain,1,7,4,12,8668067.0,77.99878049,Europe & Central Asia,High income,334242785997.023
1992,NZL,New Zealand,Barcelona,Spain,1,4,5,10,3531700.0,76.12439024,East Asia & Pacific,High income,102721668390.345
1992,FIN,Finland,Barcelona,Spain,1,2,2,5,5041992.0,75.45536585,Europe & Central Asia,High income,177698687722.497
1992,DNK,Denmark,Barcelona,Spain,1,1,4,6,5171370.0,75.19414634,Europe & Central Asia,High income,246486618582.023
1992,MAR,Morocco,Barcelona,Spain,1,1,1,3,25400676.0,63.401,Middle East & North Africa,Lower middle income,113866831484.304
1992,IRL,Ireland,Barcelona,Spain,1,1,0,2,3558430.0,75.41509756,Europe & Central Asia,High income,107647161249.973
1992,ETH,Ethiopia,Barcelona,Spain,1,0,2,3,52011554.0,46.901,Sub-Saharan Africa,Low income,35303831942.1551
1992,DZA,Algeria,Barcelona,Spain,1,0,1,2,26748303.0,67.757,Middle East & North Africa,Upper middle income,299397788368.036
1992,EST,Estonia,Barcelona,Spain,1,0,1,2,1533091.0,68.86341463,Europe & Central Asia,High income,21950182189.9789
1992,LTU,Lithuania,Barcelona,Spain,1,0,1,2,3700114.0,70.23439024,Europe & Central Asia,High income,58207789466.0112
1992,CHE,Switzerland,Barcelona,Spain,1,0,0,1,6875364.0,77.80609756,Europe & Central Asia,High income,429588054787.003
1992,JAM,Jamaica,Barcelona,Spain,0,3,1,4,2434574.0,72.189,Latin America & Caribbean,Upper middle income,22238427497.7663
1992,NGA,Nigeria,Barcelona,Spain,0,3,1,4,100182045.0,45.668,Sub-Saharan Africa,Lower middle income,372306351007.095
1992,LVA,Latvia,Barcelona,Spain,0,2,1,3,2614338.0,68.39609756,Europe & Central Asia,High income,28653632918.3797
1992,AUT,Austria,Barcelona,Spain,0,2,0,2,7840709.0,75.81707317,Europe & Central Asia,High income,358272897923.061
1992,NAM,Namibia,Barcelona,Spain,0,2,0,2,1461687.0,61.545,Sub-Saharan Africa,Upper middle income,11560533332.3036
1992,ZAF,South Africa,Barcelona,Spain,0,2,0,2,41760755.0,63.341,Sub-Saharan Africa,Upper middle income,426543960106.83
1992,BEL,Belgium,Barcelona,Spain,0,1,2,3,10045158.0,76.35121951,Europe & Central Asia,High income,435571547562.233
1992,HRV,Croatia,Barcelona,Spain,0,1,2,3,4575818.0,71.24146341,Europe & Central Asia,High income,77894666089.4415
1992,IOP,Independent Olympic Participants,Barcelona,Spain,0,1,2,3,,,,,
1992,IRN,Iran,Barcelona,Spain,0,1,2,3,59372016.0,66.776,Middle East & North Africa,Upper middle income,614932452338.805
1992,ISR,Israel,Barcelona,Spain,0,1,1,2,5123000.0,76.50487805,Middle East & North Africa,High income,136115723223.233
1992,TPE,Chinese Taipei,Barcelona,Spain,0,1,0,1,,,,,
1992,MEX,Mexico,Barcelona,Spain,0,1,0,1,84993164.0,70.616,Latin America & Caribbean,Upper middle income,1552431022267.54
1992,PER,Peru,Barcelona,Spain,0,1,0,1,23047248.0,66.149,Latin America & Caribbean,Upper middle income,141412150339.039
1992,MNG,Mongolia,Barcelona,Spain,0,0,2,2,2236494.0,59.641,East Asia & Pacific,Upper middle income,11542370967.6836
1992,SVN,Slovenia,Barcelona,Spain,0,0,2,2,1996498.0,73.30487805,Europe & Central Asia,High income,43948918857.3157
1992,ARG,Argentina,Barcelona,Spain,0,0,1,1,33568285.0,72.43,Latin America & Caribbean,Upper middle income,656388381925.808
1992,BHS,Bahamas,Barcelona,Spain,0,0,1,1,281973.0,70.668,Latin America & Caribbean,High income,8407492007.49916
1992,COL,Colombia,Barcelona,Spain,0,0,1,1,33939039.0,69.038,Latin America & Caribbean,Upper middle income,350514347613.257
1992,GHA,Ghana,Barcelona,Spain,0,0,1,1,16241548.0,56.231,Sub-Saharan Africa,Lower middle income,46901046280.2739
1992,MYS,Malaysia,Barcelona,Spain,0,0,1,1,18526708.0,71.526,East Asia & Pacific,Upper middle income,255621829099.864
1992,PAK,Pakistan,Barcelona,Spain,0,0,1,1,122375179.0,60.116,South Asia,Lower middle income,420568467210.417
1992,PHL,Philippines,Barcelona,Spain,0,0,1,1,64543525.0,67.088,East Asia & Pacific,Lower middle income,283068196261.779
1992,PRI,Puerto Rico,Barcelona,Spain,0,0,1,1,3585176.0,73.939,Latin America & Caribbean,High income,101170497603.141
1992,QAT,Qatar,Barcelona,Spain,0,0,1,1,471293.0,74.122,Middle East & North Africa,High income,34496787776.3716
1992,SUR,Suriname,Barcelona,Spain,0,0,1,1,419521.0,64.65,Latin America & Caribbean,Upper middle income,7226867175.20677
1992,THA,Thailand,Barcelona,Spain,0,0,1,1,56939020.0,70.885,East Asia & Pacific,Upper middle income,558875041821.244
1996,USA,United States,Atlanta,United States,44,32,25,101,269394000.0,76.02682927,North America,High income,13053169951480.4
1996,RUS,Russia,Atlanta,United States,26,21,16,63,148160129.0,65.85414634,Europe & Central Asia,High income,2649091579168.13
1996,DEU,Germany,Atlanta,United States,20,18,27,65,81914831.0,76.67317073,Europe & Central Asia,High income,3759898730564.58
1996,CHN,China,Atlanta,United States,16,22,12,50,1217550000.0,70.266,East Asia & Pacific,Upper middle income,3660396914986.99
1996,FRA,France,Atlanta,United States,15,7,15,37,59756533.0,77.95365854,Europe & Central Asia,High income,2544482097606.11
1996,ITA,Italy,Atlanta,United States,13,10,12,35,56860281.0,78.52195122,Europe & Central Asia,High income,2628640687816.13
1996,AUS,Australia,Atlanta,United States,9,9,23,41,18224767.0,78.07804878,East Asia & Pacific,High income,712537551520.376
1996,CUB,Cuba,Atlanta,United States,9,8,8,25,10963031.0,74.903,Latin America & Caribbean,Upper middle income,
1996,UKR,Ukraine,Atlanta,United States,9,2,12,23,51057800.0,67.02243902,Europe & Central Asia,Upper middle income,510698663153.666
1996,KOR,South Korea,Atlanta,United States,7,15,5,27,45524681.0,74.15121951,East Asia & Pacific,High income,967048174816.988
1996,POL,Poland,Atlanta,United States,7,5,5,17,38624370.0,72.24634146,Europe & Central Asia,High income,587978751085.6
1996,HUN,Hungary,Atlanta,United States,7,4,10,21,10311238.0,70.32878049,Europe & Central Asia,High income,197570591871.175
1996,ESP,Spain,Atlanta,United States,5,6,6,17,39889852.0,78.1204878,Europe & Central Asia,High income,1348192904286.59
1996,ROU,Romania,Atlanta,United States,4,7,9,20,22619004.0,69.10487805,Europe & Central Asia,High income,352372666499.919
1996,NLD,Netherlands,Atlanta,United States,4,5,10,19,15530498.0,77.43560976,Europe & Central Asia,High income,746142058445.677
1996,GRC,Greece,Atlanta,United States,4,4,0,8,10608800.0,77.68536585,Europe & Central Asia,High income,301700246332.712
1996,CZE,Czech Republic,Atlanta,United States,4,3,4,11,10315241.0,73.71463415,Europe & Central Asia,High income,291212455682.56
1996,CHE,Switzerland,Atlanta,United States,4,3,0,7,7071850.0,78.89609756,Europe & Central Asia,High income,438641573013.612
1996,DNK,Denmark,Atlanta,United States,4,1,1,6,5263074.0,75.59146341,Europe & Central Asia,High income,275277885663.079
1996,TUR,Turkey,Atlanta,United States,4,1,1,6,60293786.0,70.141,Europe & Central Asia,Upper middle income,854192325562.916
1996,CAN,Canada,Atlanta,United States,3,11,8,22,29610218.0,78.2202439,North America,High income,1221340162353.38
1996,BGR,Bulgaria,Atlanta,United States,3,7,5,15,8362826.0,70.89731707,Europe & Central Asia,High income,121181883175.247
1996,JPN,Japan,Atlanta,United States,3,6,5,14,125757000.0,80.2197561,East Asia & Pacific,High income,4871868449276.63
1996,KAZ,Kazakhstan,Atlanta,United States,3,4,4,11,15578227.0,63.6,Europe & Central Asia,Upper middle income,178235952510.922
1996,BRA,Brazil,Atlanta,United States,3,3,9,15,166037122.0,68.409,Latin America & Caribbean,Upper middle income,2239990352941.52
1996,NZL,New Zealand,Atlanta,United States,3,2,1,6,3732000.0,76.78780488,East Asia & Pacific,High income,124651525524.106
1996,ZAF,South Africa,Atlanta,United States,3,1,1,5,44661603.0,61.459,Sub-Saharan Africa,Upper middle income,479193555179.42
1996,IRL,Ireland,Atlanta,United States,3,0,1,4,3637510.0,75.83170732,Europe & Central Asia,High income,137630564572.564
1996,SWE,Sweden,Atlanta,United States,2,4,2,8,8840998.0,78.95902439,Europe & Central Asia,High income,359175381461.949
1996,NOR,Norway,Atlanta,United States,2,2,3,7,4381336.0,78.1504878,Europe & Central Asia,High income,306434076374.284
1996,BEL,Belgium,Atlanta,United States,2,2,2,6,10156637.0,77.18731707,Europe & Central Asia,High income,461946638935.007
1996,NGA,Nigeria,Atlanta,United States,2,1,3,6,110956183.0,45.567,Sub-Saharan Africa,Lower middle income,372864791507.523
1996,PRK,North Korea,Atlanta,United States,2,1,2,5,22614347.0,60.956,East Asia & Pacific,Low income,
1996,DZA,Algeria,Atlanta,United States,2,0,1,3,28984634.0,68.749,Middle East & North Africa,Upper middle income,313872307916.823
1996,ETH,Ethiopia,Atlanta,United States,2,0,1,3,59347649.0,48.924,Sub-Saharan Africa,Low income,49179235600.3019
1996,GBR,Great Britain,Atlanta,United States,1,8,6,15,58166950.0,77.08780488,Europe & Central Asia,High income,2262246669386.12
1996,BLR,Belarus,Atlanta,United States,1,6,8,15,10159569.0,68.51219512,Europe & Central Asia,Upper middle income,84525585262.8334
1996,KEN,Kenya,Atlanta,United States,1,4,3,8,27615736.0,55.161,Sub-Saharan Africa,Lower middle income,107774724660.321
1996,JAM,Jamaica,Atlanta,United States,1,3,2,6,2532894.0,71.488,Latin America & Caribbean,Upper middle income,25220259335.8685
1996,FIN,Finland,Atlanta,United States,1,2,1,4,5124573.0,76.69341463,Europe & Central Asia,High income,198270436448.878
1996,IDN,Indonesia,Atlanta,United States,1,1,2,4,201373791.0,65.355,East Asia & Pacific,Upper middle income,1360536374436.57
1996,YUG,Yugoslavia,Atlanta,United States,1,1,2,4,,,,,
1996,IRN,Iran,Atlanta,United States,1,1,1,3,61598378.0,68.07,Middle East & North Africa,Upper middle income,648629290219.287
1996,SVK,Slovakia,Atlanta,United States,1,1,1,3,5373361.0,72.65365854,Europe & Central Asia,High income,88086756984.1882
1996,ARM,Armenia,Atlanta,United States,1,1,0,2,3298898.0,69.783,Europe & Central Asia,Upper middle income,12188158880.2036
1996,HRV,Croatia,Atlanta,United States,1,1,0,2,4557097.0,72.36536585,Europe & Central Asia,High income,85871981597.9078
1996,PRT,Portugal,Atlanta,United States,1,0,1,2,10063945.0,75.26097561,Europe & Central Asia,High income,305399768228.959
1996,THA,Thailand,Atlanta,United States,1,0,1,2,60211096.0,71.653,East Asia & Pacific,Upper middle income,746357490511.661
1996,BDI,Burundi,Atlanta,United States,1,0,0,1,5930507.0,44.373,Sub-Saharan Africa,Low income,6318925157.29102
1996,CRI,Costa Rica,Atlanta,United States,1,0,0,1,3656234.0,76.804,Latin America & Caribbean,Upper middle income,45664338534.747
1996,ECU,Ecuador,Atlanta,United States,1,0,0,1,11775221.0,71.362,Latin America & Caribbean,Upper middle income,112175365580.548
1996,HKG,Hong Kong,Atlanta,United States,1,0,0,1,6435500.0,79.62756098,East Asia & Pacific,High income,243288672739.802
1996,SYR,Syria,Atlanta,United States,1,0,0,1,14708879.0,70.347,Middle East & North Africa,Low income,74658469798.4332
1996,ARG,Argentina,Atlanta,United States,0,2,1,3,35389362.0,73.307,Latin America & Caribbean,Upper middle income,770685048565.253
1996,NAM,Namibia,Atlanta,United States,0,2,0,2,1650066.0,56.918,Sub-Saharan Africa,Upper middle income,12409846439.3888
1996,SVN,Slovenia,Atlanta,United States,0,2,0,2,1988628.0,74.45853659,Europe & Central Asia,High income,51149260542.3426
1996,AUT,Austria,Atlanta,United States,0,1,2,3,7959017.0,76.87073171,Europe & Central Asia,High income,387548178185.888
1996,MYS,Malaysia,Atlanta,United States,0,1,1,2,20689051.0,72.327,East Asia & Pacific,Upper middle income,370652461030.668
1996,MDA,Moldova,Atlanta,United States,0,1,1,2,2947293.0,64.241,Europe & Central Asia,Upper middle income,17869851603.5838
1996,UZB,Uzbekistan,Atlanta,United States,0,1,1,2,23225000.0,64.712,Europe & Central Asia,Lower middle income,64414846148.4676
1996,AZE,Azerbaijan,Atlanta,United States,0,1,0,1,7763000.0,62.622,Europe & Central Asia,Upper middle income,32290958437.9179
1996,BHS,Bahamas,Atlanta,United States,0,1,0,1,304933.0,70.71,Latin America & Caribbean,High income,9463324778.98996
1996,TPE,Chinese Taipei,Atlanta,United States,0,1,0,1,,,,,
1996,LVA,Latvia,Atlanta,United States,0,1,0,1,2457222.0,68.77658537,Europe & Central Asia,High income,28272434281.2553
1996,PHL,Philippines,Atlanta,United States,0,1,0,1,70944969.0,68.614,East Asia & Pacific,Lower middle income,334368739912.76
1996,TON,Tonga,Atlanta,United States,0,1,0,1,100195.0,68.323,East Asia & Pacific,Upper middle income,498838275.217432
1996,ZMB,Zambia,Atlanta,United States,0,1,0,1,8902019.0,45.233,Sub-Saharan Africa,Lower middle income,19783666077.2382
1996,GEO,Georgia,Atlanta,United States,0,0,2,2,4491699.0,68.974,Europe & Central Asia,Upper middle income,19489502932.0001
